Ohm,Hz,mm,Eff_Elec,Eff_Mech,Eff_EH,P_in_avg_exp,P_out_avg_exp,P_out_max_exp
6.8,1.0,5,0.7157894736842105,0.41781554444738184,0.2990679686570733,1.8461473219315492,0.5521235294117643,0.9941176470588237
6.8,1.0,7,0.7157894736842105,0.43742446894501796,0.3131038304027497,3.3299609527951946,1.0426235294117654,1.9058823529411766
6.8,1.0,10,0.7157894736842105,0.4605676235041451,0.32966945682401966,6.229207375012986,2.053579411764708,3.388235294117647
6.8,1.5,5,0.7157894736842105,0.4309513727050352,0.3084704562520252,3.802003915067771,1.1728058823529413,1.9058823529411766
6.8,1.5,7,0.7157894736842105,0.46442627565753253,0.3324314394180233,6.688287554017015,2.2233970588235263,3.6764705882352944
6.8,1.5,10,0.7157894736842105,0.47821386072794014,0.34230044767894663,12.670931255236129,4.337265441176484,6.8
6.8,2.0,5,0.7157894736842105,0.452181132561879,0.3236664948863976,6.208242223852269,2.009399999999998,3.1117647058823525
6.8,2.0,7,0.7157894736842105,0.47087003461944665,0.3370438142539197,11.116358887326598,3.7467000000000157,6.023529411764708
6.8,2.0,10,0.7157894736842105,0.4744768374217623,0.33962552573347193,21.109227103758638,7.1692323529412825,10.376470588235295
6.8,2.5,5,0.7157894736842105,0.45209165104859933,0.3236024449611027,9.290811792618184,3.00652941176469,4.6117647058823525
6.8,2.5,7,0.7157894736842105,0.47612067336882635,0.34080216620084414,16.275722459226817,5.546801470588229,8.05294117647059
6.8,2.5,10,0.7157894736842105,0.4961686494432707,0.3551522964436043,28.967274661226053,10.287794117647062,14.123529411764709
6.8,3.0,5,0.7157894736842105,0.47697983972296565,0.3414171484332807,12.157406497801206,4.150747058823526,6.405882352941176
6.8,3.0,7,0.7157894736842105,0.487325170830357,0.3488222275417292,21.698010997611814,7.568748529411891,11.38823529411765
6.8,3.0,10,0.7157894736842105,0.49949616992010065,0.35753410057438784,38.963358710077344,13.930729411764744,19.111764705882354
10.0,1.0,5,0.7874015748031497,0.2654527988465877,0.20901795184770686,1.834837613754025,0.38351400000000013,0.676
10.0,1.0,7,0.7874015748031497,0.29465302867417226,0.23201025879856085,3.199048196590366,0.7422120000000002,1.296
10.0,1.0,10,0.7874015748031497,0.3190798428439328,0.2512439707432542,5.947772579693334,1.4943420000000016,2.304
10.0,1.5,5,0.7874015748031497,0.2818950508613258,0.2219646069774219,3.7092400054741446,0.8233199999999987,1.6
10.0,1.5,7,0.7874015748031497,0.30269348051280565,0.23834132323842966,6.733064490015636,1.6047675000000092,2.704
10.0,1.5,10,0.7874015748031497,0.3486806339436578,0.2745516802705967,11.801564997914202,3.2401395000000046,4.9
10.0,2.0,5,0.7874015748031497,0.3227366468974272,0.2541233440137222,5.604774348959813,1.4243040000000007,2.5
10.0,2.0,7,0.7874015748031497,0.3389890025076568,0.2669204744154778,10.390915144571474,2.773547999999991,4.624
10.0,2.0,10,0.7874015748031497,0.37569191049605105,0.29582040196539455,18.488420554035226,5.469251999999964,8.463999999999999
10.0,2.5,5,0.7874015748031497,0.3210336601799255,0.25278240959049253,8.745703483013047,2.2107600000000014,4.096000000000001
10.0,2.5,7,0.7874015748031497,0.375721559538315,0.29584374766796456,14.047795610892395,4.15595249999999,6.4
10.0,2.5,10,0.7874015748031497,0.40630877479703903,0.31992816913152683,24.97664560670436,7.990732499999918,11.236
10.0,3.0,5,0.7874015748031497,0.3558748664365897,0.2802164302650313,11.187481037550013,3.1349159999999934,4.9
