Ohm,Hz,mm,Eff_Elec,Eff_Mech,Eff_EH,P_in_avg_exp,P_out_avg_exp,P_out_max_exp
10.0,1.0,5,0.7874015748031497,0.3693788139898552,0.2908494598345317,1.4472218729217143,0.4209236999999999,0.7839999999999999
10.0,1.0,7,0.7874015748031497,0.3831624949065183,0.3017027518948963,2.523329983629752,0.7612955999999997,1.444
10.0,1.0,10,0.7874015748031497,0.4149663492432443,0.3267451568844444,4.6247501092553795,1.5111147000000003,2.5
10.0,2.0,5,0.7874015748031497,0.39441977158015457,0.31056674927571226,4.725094374791659,1.4674571999999997,2.5
10.0,2.0,7,0.7874015748031497,0.4196369957625307,0.33042283130907935,8.422132299317076,2.7828647999999947,4.356
10.0,2.0,10,0.7874015748031497,0.45380825543526415,0.357329334988397,15.259576715628617,5.4526944,8.1
10.0,3.0,5,0.7874015748031497,0.4229391687949049,0.33302296755504324,9.234641450042613,3.0753476999999982,4.9
10.0,3.0,7,0.7874015748031497,0.41957498503738,0.33037400396644095,17.37974365738307,5.741815500000001,8.836000000000002
10.0,3.0,10,0.7874015748031497,0.46727611897211535,0.36793395194654754,30.065640698488977,11.062170000000007,16.384000000000004
30.0,1.0,5,0.9174311926605504,0.15549293103968187,0.14265406517402004,1.1465358509095391,0.16355799999999993,0.3
30.0,1.0,7,0.9174311926605504,0.18308127570068466,0.16796447311989418,1.796467993470347,0.3017428000000003,0.5333333333333333
30.0,1.0,10,0.9174311926605504,0.19607799124902883,0.17988806536608148,3.344020620688846,0.6015493999999996,1.0453333333333332
30.0,2.0,5,0.9174311926605504,0.19443795909910147,0.178383448714772,3.3025956401481675,0.5891284000000002,0.9720000000000001
30.0,2.0,7,0.9174311926605504,0.21374504772310052,0.19609637405789038,5.752817232953861,1.1281065999999982,1.8253333333333335
30.0,2.0,10,0.9174311926605504,0.2283173029613395,0.20946541556086193,10.8078748653484,2.263875999999997,3.4679999999999995
30.0,3.0,5,0.9174311926605504,0.21394596541687777,0.19628070221731905,6.482801343308628,1.2724487999999967,2.028
30.0,3.0,7,0.9174311926605504,0.23515648290399369,0.21573989257247125,11.207419597596145,2.4178875000000013,3.7453333333333334
30.0,3.0,10,0.9174311926605504,0.25896853686381577,0.23758581363652823,20.379456693518566,4.8418698,7.301333333333334
