Ohm,Hz,mm,Eff_Elec,Eff_Mech,Eff_EH,P_in_avg_exp,P_out_avg_exp,P_out_max_exp
6.8,1.0,5,0.7157894736842105,0.4619764157176588,0.33067785546106104,1.694380522898476,0.5602941176470593,0.9941176470588237
6.8,1.0,7,0.7157894736842105,0.46604260855351665,0.3335883934909382,3.1025730305250905,1.0349823529411766,1.9058823529411766
6.8,1.0,10,0.7157894736842105,0.4659966090404581,0.3335554675236963,6.0197149170902735,2.007908823529415,3.388235294117647
6.8,1.5,5,0.7157894736842105,0.46570719536215727,0.33334830825922834,3.478654751620403,1.1596036764705875,1.9058823529411766
6.8,1.5,7,0.7157894736842105,0.4642892360917174,0.33233334793933456,6.5299048696580275,2.170105147058816,3.388235294117647
6.8,1.5,10,0.7157894736842105,0.5114176608392783,0.3660673782849571,11.515515071335525,4.215454411764706,6.405882352941176
6.8,2.0,5,0.7157894736842105,0.4710225771750241,0.33715300260949094,5.7540728576085085,1.9400029411764825,3.1117647058823525
6.8,2.0,7,0.7157894736842105,0.4812416370828281,0.3444676981224454,10.538971618834397,3.6303352941176663,5.6529411764705895
6.8,2.0,10,0.7157894736842105,0.5079160956582784,0.3635609947869783,19.096180751337616,6.942626470588251,9.888235294117646
6.8,2.5,5,0.7157894736842105,0.46828486973543415,0.3351933804422055,8.70827424605489,2.918955882352937,4.6117647058823525
6.8,2.5,7,0.7157894736842105,0.4769811895818418,0.3414181146480552,15.60656491844577,5.328363970588234,8.05294117647059
6.8,2.5,10,0.7157894736842105,0.5086100091166046,0.3640576907360959,27.38253794132351,9.968823529411766,14.123529411764709
6.8,3.0,5,0.7157894736842105,0.4755269425368975,0.3403771799211477,11.83802230217749,4.029392647058827,6.023529411764708
6.8,3.0,7,0.7157894736842105,0.48148878928775485,0.3446446070691298,21.169044601821103,7.295797058823518,10.876470588235293
6.8,3.0,10,0.7157894736842105,0.5274334882310926,0.37753133894436103,36.083182898225566,13.622532352941366,19.111764705882354
10.0,1.0,5,0.7874015748031497,0.33251776524481313,0.2618250120037899,1.577129689939718,0.4129320000000001,0.676
10.0,1.0,7,0.7874015748031497,0.3556592608564875,0.28004666209172246,2.7421751584687035,0.7679370000000005,1.296
10.0,1.0,10,0.7874015748031497,0.3862177557054723,0.304108469059427,4.974879537815031,1.512902999999999,2.304
10.0,1.5,5,0.7874015748031497,0.35630271155925286,0.2805533161883881,3.0623056311446293,0.8591400000000006,1.444
10.0,1.5,7,0.7874015748031497,0.36726706913374463,0.28918666860924774,5.630752302071832,1.6283385000000057,2.5
10.0,1.5,10,0.7874015748031497,0.40357176470697315,0.31777304307635684,10.052518832544337,3.1944195,4.9
10.0,2.0,5,0.7874015748031497,0.37116010741272976,0.2922520530808896,5.046657446720406,1.4748959999999989,2.304
10.0,2.0,7,0.7874015748031497,0.38493720116274105,0.30310015839585913,9.103921339414542,2.7593999999999896,4.096000000000001
10.0,2.0,10,0.7874015748031497,0.41859731896293845,0.3296041881597941,16.29661937850099,5.3714339999999865,7.7440000000000015
10.0,2.5,5,0.7874015748031497,0.3911583830172595,0.30799872678524376,7.197107673583426,2.216700000000003,3.6
10.0,2.5,7,0.7874015748031497,0.41355851854729647,0.3256366287773988,12.695362359945095,4.134075000000003,6.084
10.0,2.5,10,0.7874015748031497,0.429880564338657,0.3384886333375252,23.356382523240157,7.905870000000019,11.664000000000001
10.0,3.0,5,0.7874015748031497,0.38526316879489547,0.30335682582275236,10.143055102369164,3.076964999999982,4.9
10.0,3.0,7,0.7874015748031497,0.4101416815427491,0.32294620593917256,17.71639949557902,5.721443999999915,8.463999999999999
10.0,3.0,10,0.7874015748031497,0.44063967126179326,0.3469603710722782,31.57934137013471,10.956780000000084,15.876
15.0,1.0,5,0.8474576271186441,0.2514153329734877,0.21306384150295574,1.4169743578748517,0.3019059999999999,0.5226666666666666
15.0,1.0,7,0.8474576271186441,0.26804558627558617,0.22715727650473408,2.468457135196873,0.5607279999999999,1.0666666666666667
15.0,1.0,10,0.8474576271186441,0.293070239483715,0.2483646097319619,4.445536750149608,1.1041140000000016,1.8026666666666669
15.0,1.5,5,0.8474576271186441,0.2840361328365703,0.2407085871496359,2.607763218724661,0.627711,1.0666666666666667
15.0,1.5,7,0.8474576271186441,0.30411180154187206,0.2577218657134509,4.642155591602743,1.1963849999999872,1.9440000000000002
15.0,1.5,10,0.8474576271186441,0.31840240716485524,0.2698325484447926,8.721875895122121,2.3534460000000084,3.650666666666667
15.0,2.0,5,0.8474576271186441,0.30197120542560596,0.25590780120814066,4.1995749833585405,1.074703999999998,1.8026666666666669
15.0,2.0,7,0.8474576271186441,0.32077002321648723,0.27183900272583666,7.48139884125139,2.0337360000000078,3.0826666666666664
15.0,2.0,10,0.8474576271186441,0.3331233346290132,0.2823079107025536,14.188366135514563,4.005487999999981,5.890666666666667
15.0,2.5,5,0.8474576271186441,0.3082795764133797,0.2612538783164235,6.247409648109335,1.6321600000000063,2.562666666666667
15.0,2.5,7,0.8474576271186441,0.3260800552522304,0.27633902987477155,11.103299455710056,3.068274999999996,4.704
15.0,2.5,10,0.8474576271186441,0.33876976805205805,0.28709302377293056,20.92614415023794,6.007750000000032,8.970666666666666
15.0,3.0,5,0.8474576271186441,0.31318105058728873,0.26540766998922777,8.591711008549801,2.280306000000001,3.650666666666667
15.0,3.0,7,0.8474576271186441,0.3310119784888867,0.2805186258380396,15.360990690464348,4.309043999999978,6.402666666666668
15.0,3.0,10,0.8474576271186441,0.3729658636630536,0.3160727658161472,26.724263883315324,8.446812000000044,12.330666666666666
30.0,1.0,5,0.9174311926605504,0.14388853401014165,0.13200782936710242,1.2334419918927728,0.16282400000000008,0.3
30.0,1.0,7,0.9174311926605504,0.15765804606491415,0.14464040923386617,2.0746760990893165,0.30008199999999985,0.48133333333333334
30.0,1.0,10,0.9174311926605504,0.1770545393628921,0.16243535721366245,3.6857492744790257,0.5986959999999978,1.0453333333333332
30.0,1.5,5,0.9174311926605504,0.16182818622937262,0.14846622589850697,2.2942086520933467,0.3406125,0.588
30.0,1.5,7,0.9174311926605504,0.17794795484213283,0.1632550044423237,3.952408700757223,0.6452504999999993,1.1213333333333333
30.0,1.5,10,0.9174311926605504,0.19971509362905984,0.18322485654042187,7.03029613078629,1.2881250000000009,1.9253333333333333
30.0,2.0,5,0.9174311926605504,0.1758780147908325,0.1613559768723234,3.620392695228371,0.5841719999999976,0.9720000000000001
