Format,2.0E,
Memory Length,100000,
IntpDistance,0,
Trigger Address,0,
Trigger Level,8.000E-03,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,5.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,S,
Horizontal Scale,5.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Display Last Dot Address,100000,
Waveform Last Dot Address,0,
SincET Mode,Real Time,
Sampling Period,5.000E-05,
Horizontal Old Scale,5.000E-01,
Horizontal Old Position,0.000E+00,
Firmware,V1.26,
Time,14-May-18 14:57:40,
Mode,Detail,
Waveform Data,
1.076999e-01,-4.00e-01,
1.077499e-01,-4.00e-01,
1.077999e-01,-4.00e-01,
1.078499e-01,-2.00e-01,
1.078999e-01,-2.00e-01,
1.079499e-01,-2.00e-01,
1.079999e-01,-2.00e-01,
1.080499e-01,0.00e+00,
1.080999e-01,0.00e+00,
1.081499e-01,0.00e+00,
1.081999e-01,0.00e+00,
1.082499e-01,2.00e-01,
1.082999e-01,2.00e-01,
1.083499e-01,4.00e-01,
1.083999e-01,4.00e-01,
1.084499e-01,4.00e-01,
1.084999e-01,4.00e-01,
1.085499e-01,6.00e-01,
1.085999e-01,6.00e-01,
1.086499e-01,6.00e-01,
1.086999e-01,8.00e-01,
1.087499e-01,8.00e-01,
1.087999e-01,1.00e+00,
1.088499e-01,1.00e+00,
1.088999e-01,1.00e+00,
1.089499e-01,1.00e+00,
1.089999e-01,1.20e+00,
1.090499e-01,1.20e+00,
1.090999e-01,1.20e+00,
1.091499e-01,1.20e+00,
1.091999e-01,1.20e+00,
1.092499e-01,1.40e+00,
1.092999e-01,1.40e+00,
1.093499e-01,1.40e+00,
1.093999e-01,1.60e+00,
1.094499e-01,1.60e+00,
1.094999e-01,1.80e+00,
1.095499e-01,1.80e+00,
1.095999e-01,1.80e+00,
1.096499e-01,1.80e+00,
1.096999e-01,1.80e+00,
1.097499e-01,2.00e+00,
1.097999e-01,2.00e+00,
1.098499e-01,2.00e+00,
1.098999e-01,2.00e+00,
1.099499e-01,2.20e+00,
1.099999e-01,2.20e+00,
1.100499e-01,2.20e+00,
1.100999e-01,2.20e+00,
1.101499e-01,2.20e+00,
1.101999e-01,2.40e+00,
1.102499e-01,2.40e+00,
1.102999e-01,2.40e+00,
1.103499e-01,2.60e+00,
1.103999e-01,2.60e+00,
1.104499e-01,2.60e+00,
1.104999e-01,2.60e+00,
1.105499e-01,2.60e+00,
1.105999e-01,2.60e+00,
1.106499e-01,2.60e+00,
1.106999e-01,2.80e+00,
1.107499e-01,2.60e+00,
1.107999e-01,2.80e+00,
1.108499e-01,2.80e+00,
1.108999e-01,2.80e+00,
1.109499e-01,2.80e+00,
1.109999e-01,2.80e+00,
1.110499e-01,2.80e+00,
1.110999e-01,2.80e+00,
1.111499e-01,3.00e+00,
1.111999e-01,3.00e+00,
1.112499e-01,3.00e+00,
1.112999e-01,3.00e+00,
1.113499e-01,3.00e+00,
1.113999e-01,3.00e+00,
1.114499e-01,3.00e+00,
1.114999e-01,3.00e+00,
1.115499e-01,3.00e+00,
1.115999e-01,3.20e+00,
1.116499e-01,3.00e+00,
1.116999e-01,3.00e+00,
1.117499e-01,3.00e+00,
1.117999e-01,3.00e+00,
1.118499e-01,3.00e+00,
1.118999e-01,3.00e+00,
1.119499e-01,3.00e+00,
1.119999e-01,3.00e+00,
1.120499e-01,3.00e+00,
1.120999e-01,3.00e+00,
1.121499e-01,3.00e+00,
1.121999e-01,2.80e+00,
1.122499e-01,3.00e+00,
1.122999e-01,3.00e+00,
1.123499e-01,2.80e+00,
1.123999e-01,2.80e+00,
1.124499e-01,2.80e+00,
1.124999e-01,3.00e+00,
1.125499e-01,2.80e+00,
1.125999e-01,2.80e+00,
1.126499e-01,2.80e+00,
1.126999e-01,2.80e+00,
1.127499e-01,2.80e+00,
1.127999e-01,2.60e+00,
1.128499e-01,2.80e+00,
1.128999e-01,2.60e+00,
1.129499e-01,2.60e+00,
1.129999e-01,2.60e+00,
1.130499e-01,2.60e+00,
1.130999e-01,2.60e+00,
1.131499e-01,2.60e+00,
1.131999e-01,2.40e+00,
1.132499e-01,2.40e+00,
1.132999e-01,2.40e+00,
1.133499e-01,2.40e+00,
1.133999e-01,2.40e+00,
1.134499e-01,2.20e+00,
1.134999e-01,2.40e+00,
1.135499e-01,2.20e+00,
1.135999e-01,2.20e+00,
1.136499e-01,2.00e+00,
1.136999e-01,2.20e+00,
1.137499e-01,2.00e+00,
1.137999e-01,2.00e+00,
1.138499e-01,2.00e+00,
1.138999e-01,2.00e+00,
1.139499e-01,2.00e+00,
1.139999e-01,1.80e+00,
1.140499e-01,1.80e+00,
1.140999e-01,1.80e+00,
1.141499e-01,1.80e+00,
1.141999e-01,1.60e+00,
1.142499e-01,1.60e+00,
1.142999e-01,1.60e+00,
1.143499e-01,1.40e+00,
1.143999e-01,1.60e+00,
1.144499e-01,1.40e+00,
1.144999e-01,1.40e+00,
1.145499e-01,1.40e+00,
1.145999e-01,1.40e+00,
1.146499e-01,1.20e+00,
1.146999e-01,1.20e+00,
1.147499e-01,1.20e+00,
1.147999e-01,1.00e+00,
1.148499e-01,1.00e+00,
1.148999e-01,1.00e+00,
1.149499e-01,1.00e+00,
1.149999e-01,8.00e-01,
1.150499e-01,8.00e-01,
1.150999e-01,8.00e-01,
1.151499e-01,6.00e-01,
1.151999e-01,6.00e-01,
1.152499e-01,6.00e-01,
1.152999e-01,4.00e-01,
1.153499e-01,4.00e-01,
1.153999e-01,4.00e-01,
1.154499e-01,2.00e-01,
1.154999e-01,2.00e-01,
1.155499e-01,2.00e-01,
1.155999e-01,0.00e+00,
1.156499e-01,2.00e-01,
1.156999e-01,0.00e+00,
1.157499e-01,0.00e+00,
1.157999e-01,-2.00e-01,
1.158499e-01,-2.00e-01,
1.158999e-01,-2.00e-01,
1.159499e-01,-2.00e-01,
1.159999e-01,-2.00e-01,
1.160499e-01,-4.00e-01,
1.160999e-01,-4.00e-01,
1.161499e-01,-4.00e-01,
1.161999e-01,-4.00e-01,
1.162499e-01,-6.00e-01,
1.162999e-01,-6.00e-01,
1.163499e-01,-6.00e-01,
1.163999e-01,-6.00e-01,
1.164499e-01,-6.00e-01,
1.164999e-01,-8.00e-01,
1.165499e-01,-8.00e-01,
1.165999e-01,-1.00e+00,
1.166499e-01,-1.00e+00,
1.166999e-01,-1.00e+00,
1.167499e-01,-1.00e+00,
1.167999e-01,-1.00e+00,
1.168499e-01,-1.00e+00,
1.168999e-01,-1.20e+00,
1.169499e-01,-1.20e+00,
1.169999e-01,-1.20e+00,
1.170499e-01,-1.20e+00,
1.170999e-01,-1.20e+00,
1.171499e-01,-1.40e+00,
1.171999e-01,-1.20e+00,
1.172499e-01,-1.40e+00,
1.172999e-01,-1.40e+00,
1.173499e-01,-1.40e+00,
1.173999e-01,-1.60e+00,
1.174499e-01,-1.40e+00,
1.174999e-01,-1.40e+00,
1.175499e-01,-1.40e+00,
1.175999e-01,-1.40e+00,
1.176499e-01,-1.60e+00,
1.176999e-01,-1.60e+00,
1.177499e-01,-1.60e+00,
1.177999e-01,-1.60e+00,
1.178499e-01,-1.60e+00,
1.178999e-01,-1.60e+00,
1.179499e-01,-1.80e+00,
1.179999e-01,-1.60e+00,
1.180499e-01,-1.60e+00,
1.180999e-01,-1.80e+00,
1.181499e-01,-1.80e+00,
1.181999e-01,-1.80e+00,
1.182499e-01,-1.80e+00,
1.182999e-01,-1.80e+00,
1.183499e-01,-1.80e+00,
1.183999e-01,-1.80e+00,
1.184499e-01,-1.80e+00,
1.184999e-01,-1.80e+00,
1.185499e-01,-1.80e+00,
1.185999e-01,-1.80e+00,
1.186499e-01,-1.80e+00,
1.186999e-01,-1.80e+00,
1.187499e-01,-1.80e+00,
1.187999e-01,-1.80e+00,
1.188499e-01,-1.80e+00,
1.188999e-01,-1.80e+00,
1.189499e-01,-1.80e+00,
1.189999e-01,-1.80e+00,
1.190499e-01,-1.80e+00,
1.190999e-01,-1.80e+00,
1.191499e-01,-1.80e+00,
1.191999e-01,-1.80e+00,
1.192499e-01,-1.80e+00,
1.192999e-01,-1.80e+00,
1.193499e-01,-1.80e+00,
1.193999e-01,-1.80e+00,
1.194499e-01,-1.60e+00,
1.194999e-01,-1.80e+00,
1.195499e-01,-1.60e+00,
1.195999e-01,-1.80e+00,
1.196499e-01,-1.60e+00,
1.196999e-01,-1.60e+00,
1.197499e-01,-1.60e+00,
1.197999e-01,-1.80e+00,
1.198499e-01,-1.60e+00,
1.198999e-01,-1.60e+00,
1.199499e-01,-1.40e+00,
1.199999e-01,-1.60e+00,
1.200499e-01,-1.40e+00,
1.200999e-01,-1.60e+00,
1.201499e-01,-1.40e+00,
1.201999e-01,-1.40e+00,
1.202499e-01,-1.40e+00,
1.202999e-01,-1.40e+00,
1.203499e-01,-1.40e+00,
1.203999e-01,-1.40e+00,
1.204499e-01,-1.20e+00,
1.204999e-01,-1.40e+00,
1.205499e-01,-1.20e+00,
1.205999e-01,-1.20e+00,
1.206499e-01,-1.20e+00,
1.206999e-01,-1.20e+00,
1.207499e-01,-1.00e+00,
1.207999e-01,-1.20e+00,
1.208499e-01,-1.00e+00,
1.208999e-01,-1.20e+00,
1.209499e-01,-1.00e+00,
1.209999e-01,-1.00e+00,
1.210499e-01,-1.00e+00,
1.210999e-01,-1.00e+00,
1.211499e-01,-8.00e-01,
1.211999e-01,-8.00e-01,
1.212499e-01,-8.00e-01,
1.212999e-01,-8.00e-01,
1.213499e-01,-8.00e-01,
1.213999e-01,-6.00e-01,
1.214499e-01,-6.00e-01,
1.214999e-01,-6.00e-01,
1.215499e-01,-6.00e-01,
1.215999e-01,-6.00e-01,
1.216499e-01,-6.00e-01,
1.216999e-01,-4.00e-01,
1.217499e-01,-4.00e-01,
1.217999e-01,-4.00e-01,
1.218499e-01,-4.00e-01,
1.218999e-01,-4.00e-01,
1.219499e-01,-4.00e-01,
1.219999e-01,-4.00e-01,
1.220499e-01,-2.00e-01,
1.220999e-01,0.00e+00,
1.221499e-01,-2.00e-01,
1.221999e-01,0.00e+00,
1.222499e-01,0.00e+00,
1.222999e-01,0.00e+00,
1.223499e-01,0.00e+00,
1.223999e-01,0.00e+00,
1.224499e-01,0.00e+00,
1.224999e-01,2.00e-01,
1.225499e-01,2.00e-01,
1.225999e-01,2.00e-01,
1.226499e-01,2.00e-01,
1.226999e-01,2.00e-01,
1.227499e-01,2.00e-01,
1.227999e-01,4.00e-01,
1.228499e-01,4.00e-01,
1.228999e-01,4.00e-01,
1.229499e-01,4.00e-01,
1.229999e-01,6.00e-01,
1.230499e-01,4.00e-01,
1.230999e-01,6.00e-01,
1.231499e-01,4.00e-01,
1.231999e-01,6.00e-01,
1.232499e-01,6.00e-01,
1.232999e-01,6.00e-01,
1.233499e-01,8.00e-01,
1.233999e-01,8.00e-01,
1.234499e-01,8.00e-01,
1.234999e-01,8.00e-01,
1.235499e-01,8.00e-01,
1.235999e-01,1.00e+00,
1.236499e-01,8.00e-01,
1.236999e-01,1.00e+00,
1.237499e-01,1.00e+00,
1.237999e-01,1.00e+00,
1.238499e-01,1.20e+00,
1.238999e-01,1.20e+00,
1.239499e-01,1.20e+00,
1.239999e-01,1.20e+00,
1.240499e-01,1.20e+00,
1.240999e-01,1.20e+00,
1.241499e-01,1.20e+00,
1.241999e-01,1.00e+00,
1.242499e-01,1.40e+00,
1.242999e-01,1.20e+00,
1.243499e-01,1.40e+00,
1.243999e-01,1.40e+00,
1.244499e-01,1.40e+00,
1.244999e-01,1.40e+00,
1.245499e-01,1.40e+00,
1.245999e-01,1.40e+00,
1.246499e-01,1.60e+00,
1.246999e-01,1.60e+00,
1.247499e-01,1.60e+00,
1.247999e-01,1.60e+00,
1.248499e-01,1.60e+00,
1.248999e-01,1.60e+00,
1.249499e-01,1.60e+00,
1.249999e-01,1.60e+00,
1.250499e-01,1.60e+00,
1.250999e-01,1.80e+00,
1.251499e-01,1.80e+00,
1.251999e-01,2.00e+00,
1.252499e-01,1.80e+00,
1.252999e-01,2.00e+00,
1.253499e-01,1.80e+00,
1.253999e-01,1.80e+00,
1.254499e-01,1.80e+00,
1.254999e-01,1.80e+00,
1.255499e-01,2.00e+00,
1.255999e-01,1.80e+00,
1.256499e-01,2.00e+00,
1.256999e-01,2.00e+00,
1.257499e-01,2.00e+00,
1.257999e-01,2.00e+00,
1.258499e-01,2.00e+00,
1.258999e-01,2.00e+00,
1.259499e-01,2.00e+00,
1.259999e-01,2.00e+00,
1.260499e-01,2.00e+00,
1.260999e-01,2.20e+00,
1.261499e-01,2.20e+00,
1.261999e-01,2.00e+00,
1.262499e-01,2.00e+00,
1.262999e-01,2.20e+00,
1.263499e-01,2.20e+00,
1.263999e-01,2.20e+00,
1.264499e-01,2.00e+00,
1.264999e-01,2.20e+00,
1.265499e-01,2.20e+00,
1.265999e-01,2.20e+00,
1.266499e-01,2.00e+00,
1.266999e-01,2.20e+00,
1.267499e-01,2.20e+00,
1.267999e-01,2.20e+00,
1.268499e-01,2.20e+00,
1.268999e-01,2.20e+00,
1.269499e-01,2.20e+00,
1.269999e-01,2.20e+00,
1.270499e-01,2.20e+00,
1.270999e-01,2.20e+00,
1.271499e-01,2.20e+00,
1.271999e-01,2.20e+00,
1.272499e-01,2.20e+00,
1.272999e-01,2.20e+00,
1.273499e-01,2.20e+00,
1.273999e-01,2.20e+00,
1.274499e-01,2.20e+00,
1.274999e-01,2.20e+00,
1.275499e-01,2.20e+00,
1.275999e-01,2.00e+00,
1.276499e-01,2.20e+00,
1.276999e-01,2.20e+00,
1.277499e-01,2.20e+00,
1.277999e-01,2.20e+00,
1.278499e-01,2.20e+00,
1.278999e-01,2.20e+00,
1.279499e-01,2.20e+00,
1.279999e-01,2.20e+00,
1.280499e-01,2.20e+00,
1.280999e-01,2.20e+00,
1.281499e-01,2.20e+00,
1.281999e-01,2.20e+00,
1.282499e-01,2.00e+00,
1.282999e-01,2.20e+00,
1.283499e-01,2.20e+00,
1.283999e-01,2.00e+00,
1.284499e-01,2.20e+00,
1.284999e-01,2.00e+00,
1.285499e-01,2.20e+00,
1.285999e-01,2.20e+00,
1.286499e-01,2.00e+00,
1.286999e-01,2.00e+00,
1.287499e-01,2.00e+00,
1.287999e-01,2.00e+00,
1.288499e-01,2.00e+00,
1.288999e-01,2.00e+00,
1.289499e-01,2.00e+00,
1.289999e-01,2.00e+00,
1.290499e-01,2.00e+00,
1.290999e-01,2.00e+00,
1.291499e-01,1.80e+00,
1.291999e-01,2.00e+00,
1.292499e-01,2.00e+00,
1.292999e-01,1.80e+00,
1.293499e-01,1.80e+00,
1.293999e-01,1.80e+00,
1.294499e-01,1.80e+00,
1.294999e-01,2.00e+00,
1.295499e-01,1.80e+00,
1.295999e-01,1.80e+00,
1.296499e-01,1.80e+00,
1.296999e-01,1.80e+00,
1.297499e-01,1.80e+00,
1.297999e-01,1.80e+00,
1.298499e-01,1.80e+00,
1.298999e-01,1.60e+00,
1.299499e-01,1.80e+00,
1.299999e-01,1.80e+00,
1.300499e-01,1.80e+00,
1.300999e-01,1.60e+00,
1.301499e-01,1.60e+00,
1.301999e-01,1.60e+00,
1.302499e-01,1.60e+00,
1.302999e-01,1.40e+00,
1.303499e-01,1.60e+00,
1.303999e-01,1.40e+00,
1.304499e-01,1.40e+00,
1.304999e-01,1.40e+00,
1.305499e-01,1.40e+00,
1.305999e-01,1.40e+00,
1.306499e-01,1.40e+00,
1.306999e-01,1.40e+00,
1.307499e-01,1.40e+00,
1.307999e-01,1.20e+00,
1.308499e-01,1.40e+00,
1.308999e-01,1.40e+00,
1.309499e-01,1.40e+00,
1.309999e-01,1.20e+00,
1.310499e-01,1.20e+00,
1.310999e-01,1.20e+00,
1.311499e-01,1.20e+00,
1.311999e-01,1.20e+00,
1.312499e-01,1.00e+00,
1.312999e-01,1.20e+00,
1.313499e-01,1.20e+00,
1.313999e-01,1.20e+00,
1.314499e-01,1.00e+00,
1.314999e-01,1.00e+00,
1.315499e-01,1.00e+00,
1.315999e-01,1.00e+00,
1.316499e-01,1.00e+00,
1.316999e-01,1.00e+00,
1.317499e-01,1.00e+00,
1.317999e-01,1.00e+00,
1.318499e-01,1.00e+00,
1.318999e-01,8.00e-01,
1.319499e-01,1.00e+00,
1.319999e-01,1.00e+00,
1.320499e-01,8.00e-01,
1.320999e-01,8.00e-01,
1.321499e-01,6.00e-01,
1.321999e-01,8.00e-01,
1.322499e-01,8.00e-01,
1.322999e-01,8.00e-01,
1.323499e-01,6.00e-01,
1.323999e-01,6.00e-01,
1.324499e-01,6.00e-01,
1.324999e-01,6.00e-01,
1.325499e-01,6.00e-01,
1.325999e-01,6.00e-01,
1.326499e-01,4.00e-01,
1.326999e-01,4.00e-01,
1.327499e-01,6.00e-01,
1.327999e-01,4.00e-01,
1.328499e-01,4.00e-01,
1.328999e-01,4.00e-01,
1.329499e-01,4.00e-01,
1.329999e-01,4.00e-01,
1.330499e-01,4.00e-01,
1.330999e-01,2.00e-01,
1.331499e-01,4.00e-01,
1.331999e-01,2.00e-01,
1.332499e-01,2.00e-01,
1.332999e-01,2.00e-01,
1.333499e-01,2.00e-01,
1.333999e-01,2.00e-01,
1.334499e-01,0.00e+00,
1.334999e-01,2.00e-01,
1.335499e-01,0.00e+00,
1.335999e-01,0.00e+00,
1.336499e-01,0.00e+00,
1.336999e-01,0.00e+00,
1.337499e-01,0.00e+00,
1.337999e-01,0.00e+00,
1.338499e-01,0.00e+00,
1.338999e-01,0.00e+00,
1.339499e-01,0.00e+00,
1.339999e-01,0.00e+00,
1.340499e-01,-2.00e-01,
1.340999e-01,-2.00e-01,
1.341499e-01,0.00e+00,
1.341999e-01,-2.00e-01,
1.342499e-01,-2.00e-01,
1.342999e-01,-2.00e-01,
1.343499e-01,-2.00e-01,
1.343999e-01,-2.00e-01,
1.344499e-01,-2.00e-01,
1.344999e-01,-4.00e-01,
1.345499e-01,-2.00e-01,
1.345999e-01,-2.00e-01,
1.346499e-01,-4.00e-01,
1.346999e-01,-4.00e-01,
1.347499e-01,-4.00e-01,
1.347999e-01,-4.00e-01,
1.348499e-01,-2.00e-01,
1.348999e-01,-4.00e-01,
1.349499e-01,-2.00e-01,
1.349999e-01,-4.00e-01,
1.350499e-01,-4.00e-01,
1.350999e-01,-4.00e-01,
1.351499e-01,-4.00e-01,
1.351999e-01,-4.00e-01,
1.352499e-01,-4.00e-01,
1.352999e-01,-6.00e-01,
1.353499e-01,-6.00e-01,
1.353999e-01,-6.00e-01,
1.354499e-01,-6.00e-01,
1.354999e-01,-6.00e-01,
1.355499e-01,-6.00e-01,
1.355999e-01,-6.00e-01,
1.356499e-01,-4.00e-01,
1.356999e-01,-6.00e-01,
1.357499e-01,-6.00e-01,
1.357999e-01,-6.00e-01,
1.358499e-01,-6.00e-01,
1.358999e-01,-6.00e-01,
1.359499e-01,-6.00e-01,
1.359999e-01,-6.00e-01,
1.360499e-01,-6.00e-01,
1.360999e-01,-6.00e-01,
1.361499e-01,-8.00e-01,
1.361999e-01,-6.00e-01,
1.362499e-01,-6.00e-01,
1.362999e-01,-8.00e-01,
1.363499e-01,-6.00e-01,
1.363999e-01,-8.00e-01,
1.364499e-01,-6.00e-01,
1.364999e-01,-6.00e-01,
1.365499e-01,-8.00e-01,
1.365999e-01,-6.00e-01,
1.366499e-01,-8.00e-01,
1.366999e-01,-8.00e-01,
1.367499e-01,-8.00e-01,
1.367999e-01,-8.00e-01,
1.368499e-01,-8.00e-01,
1.368999e-01,-8.00e-01,
1.369499e-01,-8.00e-01,
1.369999e-01,-8.00e-01,
1.370499e-01,-8.00e-01,
1.370999e-01,-8.00e-01,
1.371499e-01,-8.00e-01,
1.371999e-01,-1.00e+00,
1.372499e-01,-8.00e-01,
1.372999e-01,-8.00e-01,
1.373499e-01,-1.00e+00,
1.373999e-01,-8.00e-01,
1.374499e-01,-8.00e-01,
1.374999e-01,-8.00e-01,
1.375499e-01,-8.00e-01,
1.375999e-01,-1.00e+00,
1.376499e-01,-8.00e-01,
1.376999e-01,-8.00e-01,
1.377499e-01,-8.00e-01,
1.377999e-01,-1.00e+00,
1.378499e-01,-8.00e-01,
1.378999e-01,-8.00e-01,
1.379499e-01,-8.00e-01,
1.379999e-01,-1.00e+00,
1.380499e-01,-8.00e-01,
1.380999e-01,-8.00e-01,
1.381499e-01,-1.00e+00,
1.381999e-01,-8.00e-01,
1.382499e-01,-8.00e-01,
1.382999e-01,-8.00e-01,
1.383499e-01,-8.00e-01,
1.383999e-01,-8.00e-01,
1.384499e-01,-1.00e+00,
1.384999e-01,-8.00e-01,
1.385499e-01,-8.00e-01,
1.385999e-01,-1.00e+00,
1.386499e-01,-8.00e-01,
1.386999e-01,-8.00e-01,
1.387499e-01,-8.00e-01,
1.387999e-01,-8.00e-01,
1.388499e-01,-8.00e-01,
1.388999e-01,-8.00e-01,
1.389499e-01,-8.00e-01,
1.389999e-01,-8.00e-01,
1.390499e-01,-1.00e+00,
1.390999e-01,-8.00e-01,
1.391499e-01,-8.00e-01,
1.391999e-01,-8.00e-01,
1.392499e-01,-8.00e-01,
1.392999e-01,-8.00e-01,
1.393499e-01,-8.00e-01,
1.393999e-01,-8.00e-01,
1.394499e-01,-8.00e-01,
1.394999e-01,-6.00e-01,
1.395499e-01,-8.00e-01,
1.395999e-01,-8.00e-01,
1.396499e-01,-8.00e-01,
1.396999e-01,-8.00e-01,
1.397499e-01,-8.00e-01,
1.397999e-01,-8.00e-01,
1.398499e-01,-8.00e-01,
1.398999e-01,-6.00e-01,
1.399499e-01,-8.00e-01,
1.399999e-01,-8.00e-01,
1.400499e-01,-8.00e-01,
1.400999e-01,-6.00e-01,
1.401499e-01,-6.00e-01,
1.401999e-01,-8.00e-01,
1.402499e-01,-6.00e-01,
1.402999e-01,-6.00e-01,
1.403499e-01,-8.00e-01,
1.403999e-01,-8.00e-01,
1.404499e-01,-6.00e-01,
1.404999e-01,-6.00e-01,
1.405499e-01,-6.00e-01,
1.405999e-01,-8.00e-01,
1.406499e-01,-6.00e-01,
1.406999e-01,-6.00e-01,
1.407499e-01,-6.00e-01,
1.407999e-01,-6.00e-01,
1.408499e-01,-6.00e-01,
1.408999e-01,-6.00e-01,
1.409499e-01,-6.00e-01,
1.409999e-01,-6.00e-01,
1.410499e-01,-6.00e-01,
1.410999e-01,-6.00e-01,
1.411499e-01,-6.00e-01,
1.411999e-01,-6.00e-01,
1.412499e-01,-6.00e-01,
1.412999e-01,-6.00e-01,
1.413499e-01,-6.00e-01,
1.413999e-01,-6.00e-01,
1.414499e-01,-6.00e-01,
1.414999e-01,-6.00e-01,
1.415499e-01,-4.00e-01,
1.415999e-01,-4.00e-01,
1.416499e-01,-6.00e-01,
1.416999e-01,-4.00e-01,
1.417499e-01,-4.00e-01,
1.417999e-01,-4.00e-01,
1.418499e-01,-6.00e-01,
1.418999e-01,-4.00e-01,
1.419499e-01,-4.00e-01,
1.419999e-01,-4.00e-01,
1.420499e-01,-4.00e-01,
1.420999e-01,-6.00e-01,
1.421499e-01,-4.00e-01,
1.421999e-01,-4.00e-01,
1.422499e-01,-4.00e-01,
1.422999e-01,-4.00e-01,
1.423499e-01,-4.00e-01,
1.423999e-01,-4.00e-01,
1.424499e-01,-4.00e-01,
1.424999e-01,-4.00e-01,
1.425499e-01,-4.00e-01,
1.425999e-01,-2.00e-01,
1.426499e-01,-2.00e-01,
1.426999e-01,-4.00e-01,
1.427499e-01,-2.00e-01,
1.427999e-01,-2.00e-01,
1.428499e-01,-2.00e-01,
1.428999e-01,-2.00e-01,
1.429499e-01,-2.00e-01,
1.429999e-01,-2.00e-01,
1.430499e-01,-2.00e-01,
1.430999e-01,-2.00e-01,
1.431499e-01,-2.00e-01,
1.431999e-01,-2.00e-01,
1.432499e-01,-2.00e-01,
1.432999e-01,0.00e+00,
1.433499e-01,0.00e+00,
1.433999e-01,-2.00e-01,
1.434499e-01,0.00e+00,
1.434999e-01,-2.00e-01,
1.435499e-01,0.00e+00,
1.435999e-01,0.00e+00,
1.436499e-01,0.00e+00,
1.436999e-01,-2.00e-01,
1.437499e-01,0.00e+00,
1.437999e-01,-2.00e-01,
1.438499e-01,0.00e+00,
1.438999e-01,0.00e+00,
1.439499e-01,0.00e+00,
1.439999e-01,0.00e+00,
1.440499e-01,0.00e+00,
1.440999e-01,0.00e+00,
1.441499e-01,0.00e+00,
1.441999e-01,0.00e+00,
1.442499e-01,0.00e+00,
1.442999e-01,0.00e+00,
1.443499e-01,0.00e+00,
1.443999e-01,0.00e+00,
1.444499e-01,0.00e+00,
1.444999e-01,0.00e+00,
1.445499e-01,0.00e+00,
1.445999e-01,0.00e+00,
1.446499e-01,2.00e-01,
1.446999e-01,0.00e+00,
1.447499e-01,2.00e-01,
1.447999e-01,2.00e-01,
1.448499e-01,0.00e+00,
1.448999e-01,2.00e-01,
1.449499e-01,0.00e+00,
1.449999e-01,2.00e-01,
1.450499e-01,2.00e-01,
1.450999e-01,2.00e-01,
1.451499e-01,2.00e-01,
1.451999e-01,2.00e-01,
1.452499e-01,0.00e+00,
1.452999e-01,2.00e-01,
1.453499e-01,2.00e-01,
1.453999e-01,2.00e-01,
1.454499e-01,2.00e-01,
1.454999e-01,2.00e-01,
1.455499e-01,2.00e-01,
1.455999e-01,2.00e-01,
1.456499e-01,4.00e-01,
1.456999e-01,2.00e-01,
1.457499e-01,2.00e-01,
1.457999e-01,2.00e-01,
1.458499e-01,2.00e-01,
1.458999e-01,2.00e-01,
1.459499e-01,2.00e-01,
1.459999e-01,2.00e-01,
1.460499e-01,4.00e-01,
1.460999e-01,4.00e-01,
1.461499e-01,4.00e-01,
1.461999e-01,4.00e-01,
1.462499e-01,4.00e-01,
1.462999e-01,4.00e-01,
1.463499e-01,2.00e-01,
1.463999e-01,4.00e-01,
1.464499e-01,4.00e-01,
1.464999e-01,4.00e-01,
1.465499e-01,4.00e-01,
1.465999e-01,4.00e-01,
1.466499e-01,4.00e-01,
1.466999e-01,4.00e-01,
1.467499e-01,4.00e-01,
1.467999e-01,4.00e-01,
1.468499e-01,4.00e-01,
1.468999e-01,4.00e-01,
1.469499e-01,4.00e-01,
1.469999e-01,4.00e-01,
1.470499e-01,4.00e-01,
1.470999e-01,4.00e-01,
1.471499e-01,4.00e-01,
1.471999e-01,6.00e-01,
1.472499e-01,4.00e-01,
1.472999e-01,4.00e-01,
1.473499e-01,4.00e-01,
1.473999e-01,4.00e-01,
1.474499e-01,6.00e-01,
1.474999e-01,4.00e-01,
1.475499e-01,4.00e-01,
1.475999e-01,4.00e-01,
1.476499e-01,4.00e-01,
1.476999e-01,6.00e-01,
1.477499e-01,6.00e-01,
1.477999e-01,6.00e-01,
1.478499e-01,6.00e-01,
1.478999e-01,6.00e-01,
1.479499e-01,6.00e-01,
1.479999e-01,4.00e-01,
1.480499e-01,4.00e-01,
1.480999e-01,6.00e-01,
1.481499e-01,6.00e-01,
1.481999e-01,6.00e-01,
1.482499e-01,6.00e-01,
1.482999e-01,6.00e-01,
1.483499e-01,6.00e-01,
1.483999e-01,6.00e-01,
1.484499e-01,6.00e-01,
1.484999e-01,6.00e-01,
1.485499e-01,6.00e-01,
1.485999e-01,6.00e-01,
1.486499e-01,4.00e-01,
1.486999e-01,6.00e-01,
1.487499e-01,6.00e-01,
1.487999e-01,6.00e-01,
1.488499e-01,6.00e-01,
1.488999e-01,6.00e-01,
1.489499e-01,6.00e-01,
1.489999e-01,6.00e-01,
1.490499e-01,6.00e-01,
1.490999e-01,6.00e-01,
1.491499e-01,6.00e-01,
1.491999e-01,6.00e-01,
1.492499e-01,6.00e-01,
