Format,2.0E,
Memory Length,100000,
IntpDistance,0,
Trigger Address,0,
Trigger Level,8.000E-03,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,5.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,S,
Horizontal Scale,5.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Display Last Dot Address,100000,
Waveform Last Dot Address,0,
SincET Mode,Real Time,
Sampling Period,5.000E-05,
Horizontal Old Scale,5.000E-01,
Horizontal Old Position,0.000E+00,
Firmware,V1.26,
Time,14-May-18 14:57:40,
Mode,Detail,
Waveform Data,
-1.586800e+00,6.00e-01,
-1.586750e+00,4.00e-01,
-1.586700e+00,4.00e-01,
-1.586650e+00,4.00e-01,
-1.586600e+00,4.00e-01,
-1.586550e+00,6.00e-01,
-1.586500e+00,6.00e-01,
-1.586450e+00,4.00e-01,
-1.586400e+00,4.00e-01,
-1.586350e+00,6.00e-01,
-1.586300e+00,6.00e-01,
-1.586250e+00,6.00e-01,
-1.586200e+00,4.00e-01,
-1.586150e+00,4.00e-01,
-1.586100e+00,4.00e-01,
-1.586050e+00,4.00e-01,
-1.586000e+00,4.00e-01,
-1.585950e+00,4.00e-01,
-1.585900e+00,4.00e-01,
-1.585850e+00,6.00e-01,
-1.585800e+00,4.00e-01,
-1.585750e+00,4.00e-01,
-1.585700e+00,4.00e-01,
-1.585650e+00,6.00e-01,
-1.585600e+00,4.00e-01,
-1.585550e+00,4.00e-01,
-1.585500e+00,6.00e-01,
-1.585450e+00,6.00e-01,
-1.585400e+00,6.00e-01,
-1.585350e+00,4.00e-01,
-1.585300e+00,4.00e-01,
-1.585250e+00,4.00e-01,
-1.585200e+00,4.00e-01,
-1.585150e+00,4.00e-01,
-1.585100e+00,4.00e-01,
-1.585050e+00,4.00e-01,
-1.585000e+00,4.00e-01,
-1.584950e+00,4.00e-01,
-1.584900e+00,6.00e-01,
-1.584850e+00,4.00e-01,
-1.584800e+00,4.00e-01,
-1.584750e+00,4.00e-01,
-1.584700e+00,4.00e-01,
-1.584650e+00,4.00e-01,
-1.584600e+00,6.00e-01,
-1.584550e+00,6.00e-01,
-1.584500e+00,4.00e-01,
-1.584450e+00,4.00e-01,
-1.584400e+00,4.00e-01,
-1.584350e+00,4.00e-01,
-1.584300e+00,4.00e-01,
-1.584250e+00,4.00e-01,
-1.584200e+00,4.00e-01,
-1.584150e+00,4.00e-01,
-1.584100e+00,6.00e-01,
-1.584050e+00,6.00e-01,
-1.584000e+00,4.00e-01,
-1.583950e+00,6.00e-01,
-1.583900e+00,4.00e-01,
-1.583850e+00,4.00e-01,
-1.583800e+00,4.00e-01,
-1.583750e+00,6.00e-01,
-1.583700e+00,4.00e-01,
-1.583650e+00,4.00e-01,
-1.583600e+00,4.00e-01,
-1.583550e+00,4.00e-01,
-1.583500e+00,6.00e-01,
-1.583450e+00,4.00e-01,
-1.583400e+00,4.00e-01,
-1.583350e+00,4.00e-01,
-1.583300e+00,4.00e-01,
-1.583250e+00,4.00e-01,
-1.583200e+00,6.00e-01,
-1.583150e+00,6.00e-01,
-1.583100e+00,4.00e-01,
-1.583050e+00,4.00e-01,
-1.583000e+00,4.00e-01,
-1.582950e+00,4.00e-01,
-1.582900e+00,4.00e-01,
-1.582850e+00,4.00e-01,
-1.582800e+00,4.00e-01,
-1.582750e+00,4.00e-01,
-1.582700e+00,4.00e-01,
-1.582650e+00,4.00e-01,
-1.582600e+00,4.00e-01,
-1.582550e+00,4.00e-01,
-1.582500e+00,4.00e-01,
-1.582450e+00,4.00e-01,
-1.582400e+00,4.00e-01,
-1.582350e+00,6.00e-01,
-1.582300e+00,4.00e-01,
-1.582250e+00,4.00e-01,
-1.582200e+00,4.00e-01,
-1.582150e+00,4.00e-01,
-1.582100e+00,4.00e-01,
-1.582050e+00,4.00e-01,
-1.582000e+00,4.00e-01,
-1.581950e+00,6.00e-01,
-1.581900e+00,4.00e-01,
-1.581850e+00,4.00e-01,
-1.581800e+00,6.00e-01,
-1.581750e+00,4.00e-01,
-1.581700e+00,4.00e-01,
-1.581650e+00,4.00e-01,
-1.581600e+00,4.00e-01,
-1.581550e+00,4.00e-01,
-1.581500e+00,4.00e-01,
-1.581450e+00,4.00e-01,
-1.581400e+00,4.00e-01,
-1.581350e+00,4.00e-01,
-1.581300e+00,6.00e-01,
-1.581250e+00,4.00e-01,
-1.581200e+00,6.00e-01,
-1.581150e+00,4.00e-01,
-1.581100e+00,4.00e-01,
-1.581050e+00,4.00e-01,
-1.581000e+00,4.00e-01,
-1.580950e+00,4.00e-01,
-1.580900e+00,6.00e-01,
-1.580850e+00,4.00e-01,
-1.580800e+00,4.00e-01,
-1.580750e+00,4.00e-01,
-1.580700e+00,4.00e-01,
-1.580650e+00,4.00e-01,
-1.580600e+00,4.00e-01,
-1.580550e+00,4.00e-01,
-1.580500e+00,4.00e-01,
-1.580450e+00,6.00e-01,
-1.580400e+00,4.00e-01,
-1.580350e+00,4.00e-01,
-1.580300e+00,4.00e-01,
-1.580250e+00,4.00e-01,
-1.580200e+00,4.00e-01,
-1.580150e+00,4.00e-01,
-1.580100e+00,4.00e-01,
-1.580050e+00,6.00e-01,
-1.580000e+00,4.00e-01,
-1.579950e+00,4.00e-01,
-1.579900e+00,4.00e-01,
-1.579850e+00,4.00e-01,
-1.579800e+00,4.00e-01,
-1.579750e+00,4.00e-01,
-1.579700e+00,4.00e-01,
-1.579650e+00,4.00e-01,
-1.579600e+00,4.00e-01,
-1.579550e+00,4.00e-01,
-1.579500e+00,4.00e-01,
-1.579450e+00,4.00e-01,
-1.579400e+00,4.00e-01,
-1.579350e+00,4.00e-01,
-1.579300e+00,4.00e-01,
-1.579250e+00,4.00e-01,
-1.579200e+00,4.00e-01,
-1.579150e+00,4.00e-01,
-1.579100e+00,6.00e-01,
-1.579050e+00,6.00e-01,
-1.579000e+00,4.00e-01,
-1.578950e+00,4.00e-01,
-1.578900e+00,4.00e-01,
-1.578850e+00,4.00e-01,
-1.578800e+00,4.00e-01,
-1.578750e+00,6.00e-01,
-1.578700e+00,4.00e-01,
-1.578650e+00,4.00e-01,
-1.578600e+00,4.00e-01,
-1.578550e+00,4.00e-01,
-1.578500e+00,4.00e-01,
-1.578450e+00,4.00e-01,
-1.578400e+00,4.00e-01,
-1.578350e+00,6.00e-01,
-1.578300e+00,4.00e-01,
-1.578250e+00,4.00e-01,
-1.578200e+00,4.00e-01,
-1.578150e+00,4.00e-01,
-1.578100e+00,4.00e-01,
-1.578050e+00,4.00e-01,
-1.578000e+00,4.00e-01,
-1.577950e+00,2.00e-01,
-1.577900e+00,4.00e-01,
-1.577850e+00,4.00e-01,
-1.577800e+00,4.00e-01,
-1.577750e+00,4.00e-01,
-1.577700e+00,4.00e-01,
-1.577650e+00,4.00e-01,
-1.577600e+00,4.00e-01,
-1.577550e+00,4.00e-01,
-1.577500e+00,4.00e-01,
-1.577450e+00,4.00e-01,
-1.577400e+00,4.00e-01,
-1.577350e+00,4.00e-01,
-1.577300e+00,4.00e-01,
-1.577250e+00,4.00e-01,
-1.577200e+00,2.00e-01,
-1.577150e+00,4.00e-01,
-1.577100e+00,4.00e-01,
-1.577050e+00,4.00e-01,
-1.577000e+00,4.00e-01,
-1.576950e+00,4.00e-01,
-1.576900e+00,4.00e-01,
-1.576850e+00,4.00e-01,
-1.576800e+00,2.00e-01,
-1.576750e+00,4.00e-01,
-1.576700e+00,2.00e-01,
-1.576650e+00,4.00e-01,
-1.576600e+00,4.00e-01,
-1.576550e+00,4.00e-01,
-1.576500e+00,4.00e-01,
-1.576450e+00,4.00e-01,
-1.576400e+00,4.00e-01,
-1.576350e+00,4.00e-01,
-1.576300e+00,4.00e-01,
-1.576250e+00,4.00e-01,
-1.576200e+00,4.00e-01,
-1.576150e+00,2.00e-01,
-1.576100e+00,4.00e-01,
-1.576050e+00,2.00e-01,
-1.576000e+00,4.00e-01,
-1.575950e+00,4.00e-01,
-1.575900e+00,4.00e-01,
-1.575850e+00,2.00e-01,
-1.575800e+00,4.00e-01,
-1.575750e+00,2.00e-01,
-1.575700e+00,2.00e-01,
-1.575650e+00,2.00e-01,
-1.575600e+00,4.00e-01,
-1.575550e+00,2.00e-01,
-1.575500e+00,4.00e-01,
-1.575450e+00,2.00e-01,
-1.575400e+00,2.00e-01,
-1.575350e+00,4.00e-01,
-1.575300e+00,2.00e-01,
-1.575250e+00,4.00e-01,
-1.575200e+00,4.00e-01,
-1.575150e+00,2.00e-01,
-1.575100e+00,2.00e-01,
-1.575050e+00,2.00e-01,
-1.575000e+00,2.00e-01,
-1.574950e+00,2.00e-01,
-1.574900e+00,2.00e-01,
-1.574850e+00,2.00e-01,
-1.574800e+00,4.00e-01,
-1.574750e+00,2.00e-01,
-1.574700e+00,2.00e-01,
-1.574650e+00,2.00e-01,
-1.574600e+00,2.00e-01,
-1.574550e+00,4.00e-01,
-1.574500e+00,2.00e-01,
-1.574450e+00,2.00e-01,
-1.574400e+00,2.00e-01,
-1.574350e+00,2.00e-01,
-1.574300e+00,2.00e-01,
-1.574250e+00,0.00e+00,
-1.574200e+00,2.00e-01,
-1.574150e+00,2.00e-01,
-1.574100e+00,2.00e-01,
-1.574050e+00,2.00e-01,
-1.574000e+00,2.00e-01,
-1.573950e+00,2.00e-01,
-1.573900e+00,2.00e-01,
-1.573850e+00,2.00e-01,
-1.573800e+00,0.00e+00,
-1.573750e+00,2.00e-01,
-1.573700e+00,2.00e-01,
-1.573650e+00,2.00e-01,
-1.573600e+00,2.00e-01,
-1.573550e+00,0.00e+00,
-1.573500e+00,2.00e-01,
-1.573450e+00,0.00e+00,
-1.573400e+00,0.00e+00,
-1.573350e+00,2.00e-01,
-1.573300e+00,0.00e+00,
-1.573250e+00,0.00e+00,
-1.573200e+00,0.00e+00,
-1.573150e+00,2.00e-01,
-1.573100e+00,2.00e-01,
-1.573050e+00,0.00e+00,
-1.573000e+00,0.00e+00,
-1.572950e+00,0.00e+00,
-1.572900e+00,0.00e+00,
-1.572850e+00,0.00e+00,
-1.572800e+00,0.00e+00,
-1.572750e+00,0.00e+00,
-1.572700e+00,0.00e+00,
-1.572650e+00,0.00e+00,
-1.572600e+00,0.00e+00,
-1.572550e+00,0.00e+00,
-1.572500e+00,0.00e+00,
-1.572450e+00,0.00e+00,
-1.572400e+00,0.00e+00,
-1.572350e+00,0.00e+00,
-1.572300e+00,0.00e+00,
-1.572250e+00,-2.00e-01,
-1.572200e+00,0.00e+00,
-1.572150e+00,0.00e+00,
-1.572100e+00,0.00e+00,
-1.572050e+00,0.00e+00,
-1.572000e+00,0.00e+00,
-1.571950e+00,-2.00e-01,
-1.571900e+00,0.00e+00,
-1.571850e+00,0.00e+00,
-1.571800e+00,-2.00e-01,
-1.571750e+00,0.00e+00,
-1.571700e+00,-2.00e-01,
-1.571650e+00,-2.00e-01,
-1.571600e+00,-2.00e-01,
-1.571550e+00,0.00e+00,
-1.571500e+00,0.00e+00,
-1.571450e+00,0.00e+00,
-1.571400e+00,-2.00e-01,
-1.571350e+00,-2.00e-01,
-1.571300e+00,0.00e+00,
-1.571250e+00,-2.00e-01,
-1.571200e+00,0.00e+00,
-1.571150e+00,-2.00e-01,
-1.571100e+00,-2.00e-01,
-1.571050e+00,-2.00e-01,
-1.571000e+00,-2.00e-01,
-1.570950e+00,-2.00e-01,
-1.570900e+00,-2.00e-01,
-1.570850e+00,-2.00e-01,
-1.570800e+00,-2.00e-01,
-1.570750e+00,-2.00e-01,
-1.570700e+00,-2.00e-01,
-1.570650e+00,-2.00e-01,
-1.570600e+00,-2.00e-01,
-1.570550e+00,-2.00e-01,
-1.570500e+00,-2.00e-01,
-1.570450e+00,-2.00e-01,
-1.570400e+00,-2.00e-01,
-1.570350e+00,-2.00e-01,
-1.570300e+00,-2.00e-01,
-1.570250e+00,-2.00e-01,
-1.570200e+00,-2.00e-01,
-1.570150e+00,-2.00e-01,
-1.570100e+00,-4.00e-01,
-1.570050e+00,-4.00e-01,
-1.570000e+00,-4.00e-01,
-1.569950e+00,-4.00e-01,
-1.569900e+00,-2.00e-01,
-1.569850e+00,-4.00e-01,
-1.569800e+00,-2.00e-01,
-1.569750e+00,-4.00e-01,
-1.569700e+00,-4.00e-01,
-1.569650e+00,-4.00e-01,
-1.569600e+00,-4.00e-01,
-1.569550e+00,-4.00e-01,
-1.569500e+00,-4.00e-01,
-1.569450e+00,-4.00e-01,
-1.569400e+00,-4.00e-01,
-1.569350e+00,-4.00e-01,
-1.569300e+00,-4.00e-01,
-1.569250e+00,-4.00e-01,
-1.569200e+00,-4.00e-01,
-1.569150e+00,-4.00e-01,
-1.569100e+00,-4.00e-01,
-1.569050e+00,-4.00e-01,
-1.569000e+00,-4.00e-01,
-1.568950e+00,-4.00e-01,
-1.568900e+00,-6.00e-01,
-1.568850e+00,-6.00e-01,
-1.568800e+00,-4.00e-01,
-1.568750e+00,-6.00e-01,
-1.568700e+00,-4.00e-01,
-1.568650e+00,-4.00e-01,
-1.568600e+00,-4.00e-01,
-1.568550e+00,-4.00e-01,
-1.568500e+00,-4.00e-01,
-1.568450e+00,-6.00e-01,
-1.568400e+00,-6.00e-01,
-1.568350e+00,-4.00e-01,
-1.568300e+00,-6.00e-01,
-1.568250e+00,-6.00e-01,
-1.568200e+00,-4.00e-01,
-1.568150e+00,-6.00e-01,
-1.568100e+00,-6.00e-01,
-1.568050e+00,-6.00e-01,
-1.568000e+00,-6.00e-01,
-1.567950e+00,-4.00e-01,
-1.567900e+00,-4.00e-01,
-1.567850e+00,-6.00e-01,
-1.567800e+00,-6.00e-01,
-1.567750e+00,-6.00e-01,
-1.567700e+00,-4.00e-01,
-1.567650e+00,-6.00e-01,
-1.567600e+00,-6.00e-01,
-1.567550e+00,-6.00e-01,
-1.567500e+00,-6.00e-01,
-1.567450e+00,-6.00e-01,
-1.567400e+00,-6.00e-01,
-1.567350e+00,-6.00e-01,
-1.567300e+00,-6.00e-01,
-1.567250e+00,-6.00e-01,
-1.567200e+00,-6.00e-01,
-1.567150e+00,-6.00e-01,
-1.567100e+00,-6.00e-01,
-1.567050e+00,-6.00e-01,
-1.567000e+00,-6.00e-01,
-1.566950e+00,-6.00e-01,
-1.566900e+00,-6.00e-01,
-1.566850e+00,-6.00e-01,
-1.566800e+00,-8.00e-01,
-1.566750e+00,-6.00e-01,
-1.566700e+00,-6.00e-01,
-1.566650e+00,-6.00e-01,
-1.566600e+00,-6.00e-01,
-1.566550e+00,-6.00e-01,
-1.566500e+00,-6.00e-01,
-1.566450e+00,-6.00e-01,
-1.566400e+00,-8.00e-01,
-1.566350e+00,-6.00e-01,
-1.566300e+00,-6.00e-01,
-1.566250e+00,-6.00e-01,
-1.566200e+00,-8.00e-01,
-1.566150e+00,-8.00e-01,
-1.566100e+00,-6.00e-01,
-1.566050e+00,-8.00e-01,
-1.566000e+00,-6.00e-01,
-1.565950e+00,-6.00e-01,
-1.565900e+00,-8.00e-01,
-1.565850e+00,-6.00e-01,
-1.565800e+00,-6.00e-01,
-1.565750e+00,-6.00e-01,
-1.565700e+00,-6.00e-01,
-1.565650e+00,-6.00e-01,
-1.565600e+00,-8.00e-01,
-1.565550e+00,-6.00e-01,
-1.565500e+00,-8.00e-01,
-1.565450e+00,-6.00e-01,
-1.565400e+00,-6.00e-01,
-1.565350e+00,-6.00e-01,
-1.565300e+00,-6.00e-01,
-1.565250e+00,-6.00e-01,
-1.565200e+00,-6.00e-01,
-1.565150e+00,-6.00e-01,
-1.565100e+00,-6.00e-01,
-1.565050e+00,-8.00e-01,
-1.565000e+00,-8.00e-01,
-1.564950e+00,-8.00e-01,
-1.564900e+00,-6.00e-01,
-1.564850e+00,-6.00e-01,
-1.564800e+00,-6.00e-01,
-1.564750e+00,-6.00e-01,
-1.564700e+00,-6.00e-01,
-1.564650e+00,-6.00e-01,
-1.564600e+00,-6.00e-01,
-1.564550e+00,-6.00e-01,
-1.564500e+00,-6.00e-01,
-1.564450e+00,-6.00e-01,
-1.564400e+00,-6.00e-01,
-1.564350e+00,-6.00e-01,
-1.564300e+00,-6.00e-01,
-1.564250e+00,-6.00e-01,
-1.564200e+00,-6.00e-01,
-1.564150e+00,-6.00e-01,
-1.564100e+00,-4.00e-01,
-1.564050e+00,-6.00e-01,
-1.564000e+00,-6.00e-01,
-1.563950e+00,-6.00e-01,
-1.563900e+00,-6.00e-01,
-1.563850e+00,-4.00e-01,
-1.563800e+00,-6.00e-01,
-1.563750e+00,-6.00e-01,
-1.563700e+00,-6.00e-01,
-1.563650e+00,-6.00e-01,
-1.563600e+00,-6.00e-01,
-1.563550e+00,-6.00e-01,
-1.563500e+00,-6.00e-01,
-1.563450e+00,-4.00e-01,
-1.563400e+00,-4.00e-01,
-1.563350e+00,-4.00e-01,
-1.563300e+00,-4.00e-01,
-1.563250e+00,-4.00e-01,
-1.563200e+00,-4.00e-01,
-1.563150e+00,-4.00e-01,
-1.563100e+00,-4.00e-01,
-1.563050e+00,-4.00e-01,
-1.563000e+00,-4.00e-01,
-1.562950e+00,-4.00e-01,
-1.562900e+00,-4.00e-01,
-1.562850e+00,-4.00e-01,
-1.562800e+00,-4.00e-01,
-1.562750e+00,-4.00e-01,
-1.562700e+00,-4.00e-01,
-1.562650e+00,-2.00e-01,
-1.562600e+00,-4.00e-01,
-1.562550e+00,-4.00e-01,
-1.562500e+00,-2.00e-01,
-1.562450e+00,-4.00e-01,
-1.562400e+00,-2.00e-01,
-1.562350e+00,-2.00e-01,
-1.562300e+00,-2.00e-01,
-1.562250e+00,-2.00e-01,
-1.562200e+00,-2.00e-01,
-1.562150e+00,-2.00e-01,
-1.562100e+00,-2.00e-01,
-1.562050e+00,-2.00e-01,
-1.562000e+00,-2.00e-01,
-1.561950e+00,-2.00e-01,
-1.561900e+00,-2.00e-01,
-1.561850e+00,0.00e+00,
-1.561800e+00,0.00e+00,
-1.561750e+00,-2.00e-01,
-1.561700e+00,0.00e+00,
-1.561650e+00,0.00e+00,
-1.561600e+00,0.00e+00,
-1.561550e+00,0.00e+00,
-1.561500e+00,0.00e+00,
-1.561450e+00,0.00e+00,
-1.561400e+00,0.00e+00,
-1.561350e+00,0.00e+00,
-1.561300e+00,0.00e+00,
-1.561250e+00,0.00e+00,
-1.561200e+00,2.00e-01,
-1.561150e+00,0.00e+00,
-1.561100e+00,0.00e+00,
-1.561050e+00,2.00e-01,
-1.561000e+00,2.00e-01,
-1.560950e+00,2.00e-01,
-1.560900e+00,2.00e-01,
-1.560850e+00,2.00e-01,
-1.560800e+00,2.00e-01,
-1.560750e+00,2.00e-01,
-1.560700e+00,2.00e-01,
-1.560650e+00,2.00e-01,
-1.560600e+00,2.00e-01,
-1.560550e+00,2.00e-01,
-1.560500e+00,4.00e-01,
-1.560450e+00,4.00e-01,
-1.560400e+00,4.00e-01,
-1.560350e+00,4.00e-01,
-1.560300e+00,4.00e-01,
-1.560250e+00,4.00e-01,
-1.560200e+00,4.00e-01,
-1.560150e+00,4.00e-01,
-1.560100e+00,4.00e-01,
-1.560050e+00,4.00e-01,
-1.560000e+00,4.00e-01,
-1.559950e+00,4.00e-01,
-1.559900e+00,4.00e-01,
-1.559850e+00,6.00e-01,
-1.559800e+00,6.00e-01,
-1.559750e+00,6.00e-01,
-1.559700e+00,6.00e-01,
-1.559650e+00,6.00e-01,
-1.559600e+00,6.00e-01,
-1.559550e+00,6.00e-01,
-1.559500e+00,6.00e-01,
-1.559450e+00,6.00e-01,
-1.559400e+00,8.00e-01,
-1.559350e+00,6.00e-01,
-1.559300e+00,8.00e-01,
-1.559250e+00,8.00e-01,
-1.559200e+00,8.00e-01,
-1.559150e+00,8.00e-01,
-1.559100e+00,8.00e-01,
-1.559050e+00,8.00e-01,
-1.559000e+00,1.00e+00,
-1.558950e+00,8.00e-01,
-1.558900e+00,8.00e-01,
-1.558850e+00,1.00e+00,
-1.558800e+00,1.00e+00,
-1.558750e+00,1.00e+00,
-1.558700e+00,1.00e+00,
-1.558650e+00,1.00e+00,
-1.558600e+00,1.00e+00,
-1.558550e+00,1.00e+00,
-1.558500e+00,1.20e+00,
-1.558450e+00,1.00e+00,
-1.558400e+00,1.00e+00,
-1.558350e+00,1.20e+00,
-1.558300e+00,1.20e+00,
-1.558250e+00,1.20e+00,
-1.558200e+00,1.20e+00,
-1.558150e+00,1.20e+00,
-1.558100e+00,1.20e+00,
-1.558050e+00,1.40e+00,
-1.558000e+00,1.20e+00,
-1.557950e+00,1.20e+00,
-1.557900e+00,1.20e+00,
-1.557850e+00,1.40e+00,
-1.557800e+00,1.40e+00,
-1.557750e+00,1.40e+00,
-1.557700e+00,1.40e+00,
-1.557650e+00,1.40e+00,
-1.557600e+00,1.40e+00,
-1.557550e+00,1.40e+00,
-1.557500e+00,1.40e+00,
-1.557450e+00,1.60e+00,
-1.557400e+00,1.40e+00,
-1.557350e+00,1.60e+00,
-1.557300e+00,1.60e+00,
-1.557250e+00,1.60e+00,
-1.557200e+00,1.60e+00,
-1.557150e+00,1.60e+00,
-1.557100e+00,1.60e+00,
-1.557050e+00,1.60e+00,
-1.557000e+00,1.60e+00,
-1.556950e+00,1.60e+00,
-1.556900e+00,1.80e+00,
-1.556850e+00,1.60e+00,
-1.556800e+00,1.60e+00,
-1.556750e+00,1.80e+00,
-1.556700e+00,1.80e+00,
-1.556650e+00,1.80e+00,
-1.556600e+00,1.80e+00,
-1.556550e+00,1.80e+00,
-1.556500e+00,1.80e+00,
-1.556450e+00,1.80e+00,
-1.556400e+00,2.00e+00,
-1.556350e+00,2.00e+00,
-1.556300e+00,1.80e+00,
-1.556250e+00,1.80e+00,
-1.556200e+00,2.00e+00,
-1.556150e+00,2.00e+00,
-1.556100e+00,2.00e+00,
-1.556050e+00,2.00e+00,
-1.556000e+00,2.00e+00,
-1.555950e+00,2.00e+00,
-1.555900e+00,2.00e+00,
-1.555850e+00,2.00e+00,
-1.555800e+00,2.00e+00,
-1.555750e+00,2.00e+00,
-1.555700e+00,2.20e+00,
-1.555650e+00,2.00e+00,
-1.555600e+00,2.20e+00,
-1.555550e+00,2.20e+00,
-1.555500e+00,2.00e+00,
-1.555450e+00,2.20e+00,
-1.555400e+00,2.20e+00,
-1.555350e+00,2.20e+00,
-1.555300e+00,2.20e+00,
-1.555250e+00,2.20e+00,
-1.555200e+00,2.20e+00,
-1.555150e+00,2.20e+00,
-1.555100e+00,2.20e+00,
-1.555050e+00,2.20e+00,
-1.555000e+00,2.20e+00,
-1.554950e+00,2.20e+00,
-1.554900e+00,2.20e+00,
-1.554850e+00,2.20e+00,
-1.554800e+00,2.20e+00,
-1.554750e+00,2.00e+00,
-1.554700e+00,2.20e+00,
-1.554650e+00,2.20e+00,
-1.554600e+00,2.20e+00,
-1.554550e+00,2.20e+00,
-1.554500e+00,2.20e+00,
-1.554450e+00,2.20e+00,
-1.554400e+00,2.20e+00,
-1.554350e+00,2.20e+00,
-1.554300e+00,2.20e+00,
-1.554250e+00,2.20e+00,
-1.554200e+00,2.20e+00,
-1.554150e+00,2.20e+00,
-1.554100e+00,2.20e+00,
-1.554050e+00,2.20e+00,
-1.554000e+00,2.20e+00,
-1.553950e+00,2.20e+00,
-1.553900e+00,2.20e+00,
-1.553850e+00,2.20e+00,
-1.553800e+00,2.20e+00,
-1.553750e+00,2.20e+00,
-1.553700e+00,2.20e+00,
-1.553650e+00,2.20e+00,
-1.553600e+00,2.20e+00,
-1.553550e+00,2.00e+00,
-1.553500e+00,2.20e+00,
-1.553450e+00,2.20e+00,
-1.553400e+00,2.00e+00,
-1.553350e+00,2.00e+00,
-1.553300e+00,2.00e+00,
-1.553250e+00,2.00e+00,
-1.553200e+00,2.00e+00,
-1.553150e+00,2.00e+00,
-1.553100e+00,2.00e+00,
-1.553050e+00,2.00e+00,
-1.553000e+00,2.00e+00,
-1.552950e+00,2.00e+00,
-1.552900e+00,2.00e+00,
-1.552850e+00,2.00e+00,
-1.552800e+00,2.00e+00,
-1.552750e+00,1.80e+00,
-1.552700e+00,2.00e+00,
-1.552650e+00,1.80e+00,
-1.552600e+00,2.00e+00,
-1.552550e+00,1.80e+00,
-1.552500e+00,1.80e+00,
-1.552450e+00,1.80e+00,
-1.552400e+00,1.80e+00,
-1.552350e+00,1.80e+00,
-1.552300e+00,1.80e+00,
-1.552250e+00,1.80e+00,
-1.552200e+00,1.80e+00,
-1.552150e+00,1.80e+00,
-1.552100e+00,1.60e+00,
-1.552050e+00,1.80e+00,
-1.552000e+00,1.60e+00,
-1.551950e+00,1.60e+00,
-1.551900e+00,1.60e+00,
-1.551850e+00,1.60e+00,
-1.551800e+00,1.60e+00,
-1.551750e+00,1.40e+00,
-1.551700e+00,1.60e+00,
-1.551650e+00,1.40e+00,
-1.551600e+00,1.40e+00,
-1.551550e+00,1.40e+00,
-1.551500e+00,1.40e+00,
-1.551450e+00,1.40e+00,
-1.551400e+00,1.40e+00,
-1.551350e+00,1.40e+00,
-1.551300e+00,1.20e+00,
-1.551250e+00,1.20e+00,
-1.551200e+00,1.20e+00,
-1.551150e+00,1.20e+00,
-1.551100e+00,1.20e+00,
-1.551050e+00,1.00e+00,
-1.551000e+00,1.20e+00,
-1.550950e+00,1.20e+00,
-1.550900e+00,1.00e+00,
-1.550850e+00,1.00e+00,
-1.550800e+00,1.00e+00,
-1.550750e+00,1.00e+00,
-1.550700e+00,1.00e+00,
-1.550650e+00,1.00e+00,
-1.550600e+00,8.00e-01,
-1.550550e+00,8.00e-01,
-1.550500e+00,8.00e-01,
-1.550450e+00,6.00e-01,
-1.550400e+00,6.00e-01,
-1.550350e+00,6.00e-01,
-1.550300e+00,6.00e-01,
-1.550250e+00,6.00e-01,
-1.550200e+00,4.00e-01,
-1.550150e+00,6.00e-01,
-1.550100e+00,4.00e-01,
-1.550050e+00,4.00e-01,
-1.550000e+00,4.00e-01,
-1.549950e+00,2.00e-01,
-1.549900e+00,2.00e-01,
-1.549850e+00,2.00e-01,
-1.549800e+00,2.00e-01,
-1.549750e+00,0.00e+00,
-1.549700e+00,0.00e+00,
-1.549650e+00,0.00e+00,
-1.549600e+00,0.00e+00,
-1.549550e+00,0.00e+00,
-1.549500e+00,0.00e+00,
-1.549450e+00,0.00e+00,
-1.549400e+00,-2.00e-01,
-1.549350e+00,-4.00e-01,
-1.549300e+00,-2.00e-01,
-1.549250e+00,-2.00e-01,
-1.549200e+00,-2.00e-01,
-1.549150e+00,-4.00e-01,
-1.549100e+00,-4.00e-01,
-1.549050e+00,-4.00e-01,
-1.549000e+00,-4.00e-01,
-1.548950e+00,-4.00e-01,
-1.548900e+00,-4.00e-01,
-1.548850e+00,-6.00e-01,
-1.548800e+00,-6.00e-01,
-1.548750e+00,-6.00e-01,
-1.548700e+00,-6.00e-01,
-1.548650e+00,-8.00e-01,
-1.548600e+00,-8.00e-01,
-1.548550e+00,-8.00e-01,
-1.548500e+00,-8.00e-01,
-1.548450e+00,-8.00e-01,
-1.548400e+00,-8.00e-01,
-1.548350e+00,-1.00e+00,
-1.548300e+00,-1.00e+00,
-1.548250e+00,-1.00e+00,
-1.548200e+00,-1.00e+00,
-1.548150e+00,-1.00e+00,
-1.548100e+00,-1.00e+00,
-1.548050e+00,-1.20e+00,
-1.548000e+00,-1.00e+00,
-1.547950e+00,-1.20e+00,
-1.547900e+00,-1.20e+00,
-1.547850e+00,-1.20e+00,
-1.547800e+00,-1.20e+00,
-1.547750e+00,-1.20e+00,
-1.547700e+00,-1.20e+00,
-1.547650e+00,-1.40e+00,
-1.547600e+00,-1.40e+00,
-1.547550e+00,-1.40e+00,
-1.547500e+00,-1.40e+00,
-1.547450e+00,-1.40e+00,
