MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	7.1210938	s	4/12/2018 3:53:14 PM
Axial Force	Running Time	Axial Displacement
N	s	mm
-12.161314	0.012695313	-0.459187
-11.450029	0.022460938	-0.45899087
-12.601085	0.032226563	-0.459084
11.567405	0.041992188	-0.45125362
93.046402	0.051757813	-0.40155491
89.461189	0.061523438	-0.27418184
89.246941	0.071289063	-0.060983002
89.834183	0.081054688	0.23780866
95.317062	0.090820313	0.6126551
97.242683	0.10058594	1.0539678
123.7536	0.11035156	1.5477766
115.1548	0.12011719	2.0827241
90.299675	0.12988281	2.6434734
95.324425	0.13964844	3.218539
109.16452	0.14941406	3.7932515
74.926079	0.15917969	4.3558617
67.378197	0.16894531	4.891139
56.59124	0.17871094	5.3886395
40.244415	0.18847656	5.835114
34.6563	0.19824219	6.2232399
22.159161	0.20800781	6.5418897
7.9630518	0.21777344	6.7851915
-1.5398022	0.22753906	6.9452453
-13.980258	0.23730469	7.026782
-55.417885	0.24707031	7.0124412
-121.56555	0.25683594	6.8538251
-124.09064	0.26660156	6.5212069
-272.19162	0.27636719	6.011518
-127.27447	0.28613281	5.3368816
-215.75548	0.29589844	4.5439601
-128.51508	0.30566406	3.6473198
-248.77988	0.31542969	2.6722021
-146.61415	0.32519531	1.635294
-190.11221	0.33496094	0.56734067
-175.37595	0.34472656	-0.51218706
-147.12148	0.35449219	-1.5759048
-137.63689	0.36425781	-2.6001971
-130.18364	0.37402344	-3.5598388
-126.67467	0.38378906	-4.4355941
-28.219854	0.39355469	-5.209209
-81.960114	0.40332031	-5.8544621
-29.341526	0.41308594	-6.3568606
-47.22953	0.42285156	-6.7112908
-9.2897673	0.43261719	-6.9265194
25.099779	0.44238281	-7.0043259
103.52835	0.45214844	-6.9391732
124.97067	0.46191406	-6.6898932
147.33113	0.47167969	-6.2591114
126.14425	0.48144531	-5.6715508
190.37358	0.49121094	-4.9324422
152.92441	0.50097656	-4.0823803
171.87769	0.51074219	-3.1415167
163.0183	0.52050781	-2.1306655
137.05058	0.53027344	-1.0740818
174.35277	0.54003906	0.0039183535
118.16847	0.54980469	1.0786959
157.69312	0.55957031	2.1281533
96.094063	0.56933594	3.1288345
98.080437	0.57910156	4.0497022
62.082958	0.58886719	4.862504
32.658813	0.59863281	5.5618939
41.652878	0.60839844	6.1250997
4.8502932	0.61816406	6.5696058
-24.889595	0.62792969	6.8658104
-20.670855	0.63769531	7.0018663
-70.497498	0.64746094	6.9980216
-122.03142	0.65722656	6.8403792
-123.9004	0.66699219	6.5036459
-245.78049	0.67675781	5.9876146
-128.67751	0.68652344	5.304852
-188.03343	0.69628906	4.5031905
-129.35228	0.70605469	3.6013176
-236.43953	0.71582031	2.622817
-142.24985	0.72558594	1.5828724
-182.88951	0.73535156	0.51105183
-167.80051	0.74511719	-0.56970578
-148.22034	0.75488281	-1.6331022
-133.54803	0.76464844	-2.6593826
-128.51889	0.77441406	-3.6188915
