x-axis,1,2
second,Volt,Volt
+31.25E-03,+4.55230E+00,+5.04603E+00
+32.25E-03,+4.60197E+00,+4.97908E+00
+33.25E-03,+4.55230E+00,+5.01148E+00
+34.25E-03,+4.61925E+00,+5.03090E+00
+35.25E-03,+4.55230E+00,+5.04388E+00
+36.25E-03,+4.59983E+00,+4.99849E+00
+37.25E-03,+4.55873E+00,+5.00934E+00
+38.25E-03,+4.48536E+00,+5.03304E+00
+39.25E-03,+4.48964E+00,+4.98336E+00
+40.25E-03,+4.48536E+00,+5.04603E+00
+41.25E-03,+4.52418E+00,+5.03531E+00
+42.25E-03,+4.54146E+00,+4.98992E+00
+43.25E-03,+4.55230E+00,+4.97908E+00
+44.25E-03,+4.57600E+00,+5.04603E+00
+45.25E-03,+4.52633E+00,+4.97908E+00
+46.25E-03,+4.55230E+00,+5.04603E+00
+47.25E-03,+4.54373E+00,+4.97908E+00
+48.25E-03,+4.52646E+00,+4.97908E+00
+49.25E-03,+4.50919E+00,+5.02219E+00
+50.25E-03,+4.54574E+00,+4.97908E+00
+51.25E-03,+4.42912E+00,+5.04603E+00
+52.25E-03,+4.55230E+00,+5.01804E+00
+53.25E-03,+4.48536E+00,+4.97908E+00
+54.25E-03,+4.55230E+00,+5.04603E+00
+55.25E-03,+4.55230E+00,+5.03317E+00
+56.25E-03,+4.51548E+00,+5.01590E+00
+57.25E-03,+4.53275E+00,+4.99863E+00
+58.25E-03,+4.48763E+00,+5.04830E+00
+59.25E-03,+4.51535E+00,+4.99408E+00
+60.25E-03,+4.48536E+00,+5.04603E+00
+61.25E-03,+4.50276E+00,+5.04603E+00
+62.25E-03,+4.55243E+00,+4.97921E+00
+63.25E-03,+4.55230E+00,+5.04603E+00
+64.25E-03,+4.55230E+00,+5.01349E+00
+65.25E-03,+4.61925E+00,+5.03076E+00
+66.25E-03,+4.61724E+00,+5.04803E+00
+67.25E-03,+4.53302E+00,+5.02674E+00
+68.25E-03,+4.51575E+00,+5.04603E+00
+69.25E-03,+4.49848E+00,+4.99220E+00
+70.25E-03,+4.48536E+00,+4.98323E+00
+71.25E-03,+4.48536E+00,+5.00050E+00
+72.25E-03,+4.44666E+00,+5.05647E+00
+73.25E-03,+4.49633E+00,+5.10199E+00
+74.25E-03,+4.48536E+00,+4.97908E+00
+75.25E-03,+4.55230E+00,+5.04603E+00
+76.25E-03,+4.51146E+00,+5.01992E+00
+77.25E-03,+4.49419E+00,+5.04603E+00
+78.25E-03,+4.48536E+00,+5.03759E+00
+79.25E-03,+4.48536E+00,+5.00479E+00
